"","x"
"2499",1
"2500",1
"2501",1
"2502",1
"2503",1
"2504",1
"2505",1
"2506",1
"2507",1
"2508",1
"2509",1
"2510",1
"2511",1
"2512",1
"2513",1
"2514",1
"2515",1
"2516",1
"2517",1
"2518",1
"2519",1
"2520",1
"2521",1
"2522",1
"2523",1
"2524",1
"2525",1
"2526",1
"2527",1
"2528",1
"2529",1
"2530",1
"2531",1
"2532",1
"2533",1
"2534",1
"2535",1
"2536",1
"2537",1
"2538",1
"2539",1
"2540",1
"2541",1
"2542",1
"2543",1
"2544",1
"2545",1
"2546",1
"2547",1
"2548",1
"2549",1
"2550",1
"2551",1
"2552",1
"2553",1
"2554",1
"2555",1
"2556",1
"2557",1
"2558",1
"2559",1
"2560",1
"2561",1
"2562",1
"2563",1
"2564",1
"2565",1
"2566",1
"2567",1
"2568",1
"2569",1
"2570",1
"2571",1
"2572",1
"2573",1
"2574",1
"2575",1
"2576",1
"2577",1
"2578",1
"2579",1
"2580",1
"2581",1
"2582",1
"2583",1
"2584",1
"2585",1
"2586",1
"2587",1
"2588",1
"2589",1
"2590",1
"2591",1
"2592",1
"2593",1
"2594",1
"2595",1
"2596",1
"2597",1
"2598",1
"2599",1
"2600",1
"2601",1
"2602",1
"2603",1
"2604",1
"2605",1
"2606",1
"2607",1
"2608",1
"2609",1
"2610",1
"2611",1
"2612",1
"2613",1
"2614",1
"2615",1
"2616",1
"2617",1
"2618",1
"2619",1
"2620",1
"2621",1
"2622",1
"2623",1
"2624",1
"2625",1
"2626",1
"2627",1
"2628",1
"2629",1
"2630",1
"2631",1
"2632",1
"2633",1
"2634",1
"2635",1
"2636",1
"2637",1
"2638",1
"2639",1
"2640",1
"2641",1
"2642",1
"2643",1
"2644",1
"2645",1
"2646",1
"2647",1
"2648",1
"2649",1
"2650",1
"2651",1
"2652",1
"2653",1
"2654",1
"2655",1
"2656",1
"2657",1
"2658",1
"2659",1
"2660",1
"2661",1
"2662",1
"2663",1
"2664",1
"2665",1
"2666",1
"2667",1
"2668",1
"2669",1
"2670",1
"2671",1
"2672",1
"2673",1
"2674",1
"2675",1
"2676",1
"2677",1
"2678",1
"2679",1
"2680",1
"2681",1
"2682",1
"2683",1
"2684",1
"2685",1
"2686",1
"2687",1
"2688",1
"2689",1
"2690",1
"2691",1
"2692",1
"2693",1
"2694",1
"2695",1
"2696",1
"2697",1
"2698",1
"2699",1
"2700",1
"2701",1
"2702",1
"2703",1
"2704",1
"2705",1
"2706",1
"2707",1
"2708",1
"2709",1
"2710",1
"2711",1
"2712",1
"2713",1
"2714",1
"2715",1
"2716",1
"2717",1
"2718",1
"2719",1
"2720",1
"2721",1
"2722",1
"2723",1
"2724",1
"2725",1
"2726",1
"2727",1
"2728",1
"2729",1
"2730",1
"2731",1
"2732",1
"2733",1
"2734",1
"2735",1
"2736",1
"2737",1
"2738",1
"2739",1
"2740",1
"2741",1
"2742",1
"2743",1
"2744",1
"2745",1
"2746",1
"2747",1
"2748",1
"2749",1
"2750",1
"2751",1
"2752",1
"2753",1
"2754",1
"2755",1
"2756",1
"2757",1
"2758",1
"2759",1
"2760",1
"2761",1
"2762",1
"2763",1
"2764",1
"2765",1
"2766",1
"2767",1
"2768",1
"2769",1
"2770",1
"2771",1
"2772",1
"2773",1
"2774",1
"2775",1
"2776",1
"2777",1
"2778",1
"2779",1
"2780",1
"2781",1
"2782",1
"2783",1
"2784",1
"2785",1
"2786",1
"2787",1
"2788",2
"2789",2
"2790",2
"2791",2
"2792",1
"2793",1
"2794",1
"2795",1
"2796",1
"2797",1
"2798",2
"2799",1
"2800",1
"2801",1
"2802",1
"2803",1
"2804",1
"2805",1
"2806",1
"2807",1
"2808",1
"2809",1
"2810",1
"2811",2
"2812",2
"2813",1
"2814",1
"2815",1
"2816",1
"2817",1
"2818",1
"2819",1
"2820",1
"2821",1
"2822",2
"2823",2
"2824",2
"2825",1
"2826",1
"2827",1
"2828",1
"2829",1
"2830",2
"2831",2
"2832",2
"2833",2
"2834",1
"2835",1
"2836",2
"2837",2
"2838",2
"2839",1
"2840",1
"2841",1
"2842",1
"2843",1
"2844",1
"2845",2
"2846",2
"2847",1
"2848",1
"2849",1
"2850",1
"2851",1
"2852",1
"2853",1
"2854",1
"2855",1
"2856",1
"2857",1
"2858",1
"2859",2
"2860",2
"2861",2
"2862",2
"2863",2
"2864",2
"2865",1
"2866",1
"2867",1
"2868",1
"2869",2
"2870",2
"2871",2
"2872",2
"2873",2
"2874",1
"2875",1
"2876",2
"2877",2
"2878",2
"2879",2
"2880",2
"2881",2
"2882",2
"2883",2
"2884",2
"2885",2
"2886",2
"2887",2
"2888",1
"2889",1
"2890",1
"2891",1
"2892",1
"2893",1
"2894",2
"2895",2
"2896",2
"2897",2
"2898",2
"2899",2
"2900",2
"2901",2
"2902",2
"2903",2
"2904",2
"2905",2
"2906",2
"2907",2
"2908",2
"2909",2
"2910",2
"2911",2
"2912",1
"2913",1
"2914",1
"2915",1
"2916",1
"2917",2
"2918",2
"2919",1
"2920",1
"2921",1
"2922",1
"2923",1
"2924",1
"2925",1
"2926",1
"2927",1
"2928",1
"2929",1
"2930",1
"2931",1
"2932",1
"2933",1
"2934",2
"2935",2
"2936",1
"2937",1
"2938",1
"2939",1
"2940",1
"2941",2
"2942",1
"2943",1
"2944",1
"2945",1
"2946",1
"2947",1
"2948",1
"2949",1
"2950",1
"2951",2
"2952",2
"2953",1
"2954",2
"2955",2
"2956",2
"2957",1
"2958",2
"2959",2
"2960",1
"2961",1
"2962",1
"2963",1
"2964",1
"2965",2
"2966",2
"2967",1
"2968",1
"2969",1
"2970",1
"2971",2
"2972",2
"2973",1
"2974",1
"2975",1
"2976",1
"2977",1
"2978",1
"2979",1
"2980",1
"2981",1
"2982",2
"2983",2
"2984",1
"2985",1
"2986",1
"2987",1
"2988",1
"2989",2
"2990",2
"2991",2
"2992",1
"2993",1
"2994",1
"2995",1
"2996",2
"2997",2
"2998",2
"2999",2
"3000",2
"3001",2
"3002",1
"3003",1
"3004",1
"3005",2
"3006",1
"3007",1
"3008",1
"3009",1
"3010",1
"3011",1
"3012",1
"3013",2
"3014",2
"3015",1
"3016",1
"3017",1
"3018",1
"3019",1
"3020",1
"3021",1
"3022",2
"3023",2
"3024",2
"3025",2
"3026",2
"3027",2
"3028",2
"3029",2
"3030",1
"3031",1
"3032",1
"3033",1
"3034",1
"3035",1
"3036",1
"3037",1
"3038",2
"3039",2
"3040",1
"3041",1
"3042",1
"3043",1
"3044",1
"3045",1
"3046",2
"3047",2
"3048",1
"3049",1
"3050",1
"3051",1
"3052",1
"3053",2
"3054",1
"3055",1
"3056",1
"3057",1
"3058",1
"3059",1
"3060",1
"3061",2
"3062",1
"3063",1
"3064",2
"3065",1
"3066",1
"3067",1
"3068",2
"3069",2
"3070",1
"3071",1
"3072",1
"3073",1
"3074",2
"3075",2
"3076",2
"3077",2
"3078",2
"3079",1
"3080",1
"3081",1
"3082",1
"3083",1
"3084",1
"3085",1
"3086",2
"3087",1
"3088",1
"3089",1
"3090",1
"3091",1
"3092",1
"3093",2
"3094",2
"3095",2
"3096",2
"3097",2
"3098",2
"3099",1
"3100",1
"3101",2
"3102",2
"3103",1
"3104",1
"3105",1
"3106",1
"3107",1
"3108",1
"3109",2
"3110",2
"3111",2
"3112",1
"3113",1
"3114",1
"3115",1
"3116",1
"3117",2
"3118",2
"3119",1
"3120",1
"3121",1
"3122",1
"3123",1
"3124",2
"3125",1
"3126",2
"3127",1
"3128",1
"3129",1
"3130",1
"3131",1
"3132",1
"3133",2
"3134",2
"3135",2
"3136",2
"3137",1
"3138",1
"3139",1
"3140",2
"3141",2
"3142",2
"3143",2
"3144",2
"3145",2
"3146",2
"3147",2
"3148",1
"3149",1
"3150",2
"3151",1
"3152",1
"3153",1
"3154",1
"3155",1
"3156",1
"3157",2
"3158",2
"3159",2
"3160",1
"3161",1
"3162",1
"3163",1
"3164",1
"3165",1
"3166",1
"3167",1
"3168",1
"3169",1
"3170",1
"3171",1
"3172",2
"3173",2
"3174",1
"3175",1
"3176",1
"3177",1
"3178",1
"3179",1
"3180",1
"3181",1
"3182",2
"3183",2
"3184",2
"3185",2
"3186",2
"3187",2
"3188",1
"3189",1
"3190",1
"3191",2
"3192",2
"3193",1
"3194",2
"3195",2
"3196",1
"3197",1
"3198",1
"3199",1
"3200",1
"3201",1
"3202",1
"3203",2
"3204",2
"3205",2
"3206",2
"3207",2
"3208",2
"3209",1
"3210",1
"3211",1
"3212",1
"3213",1
"3214",1
"3215",1
"3216",1
"3217",1
"3218",2
"3219",2
"3220",1
"3221",1
"3222",1
"3223",1
"3224",1
"3225",1
"3226",2
"3227",2
"3228",2
"3229",1
"3230",1
"3231",1
"3232",1
"3233",1
"3234",1
"3235",1
"3236",1
"3237",1
"3238",1
"3239",1
"3240",1
"3241",1
"3242",1
"3243",1
"3244",1
"3245",1
"3246",1
"3247",1
"3248",1
"3249",1
"3250",1
"3251",1
"3252",1
"3253",1
"3254",1
"3255",1
"3256",1
"3257",1
"3258",1
"3259",1
"3260",1
"3261",1
"3262",1
"3263",1
"3264",1
"3265",1
"3266",2
"3267",1
"3268",1
"3269",1
"3270",1
"3271",1
"3272",1
"3273",2
"3274",1
"3275",1
"3276",1
"3277",1
"3278",1
"3279",1
"3280",1
"3281",1
"3282",1
"3283",1
"3284",1
"3285",1
"3286",1
"3287",1
"3288",1
"3289",1
"3290",1
"3291",1
"3292",1
"3293",1
"3294",1
"3295",1
"3296",1
"3297",1
"3298",1
"3299",1
"3300",1
"3301",1
"3302",1
"3303",1
"3304",1
"3305",1
"3306",1
"3307",1
"3308",1
"3309",1
"3310",1
"3311",1
"3312",1
"3313",1
"3314",1
"3315",1
"3316",1
"3317",1
"3318",1
"3319",1
"3320",1
"3321",1
"3322",1
"3323",1
"3324",1
"3325",1
"3326",1
"3327",1
"3328",1
"3329",1
"3330",1
"3331",1
"3332",1
"3333",1
"3334",1
"3335",1
"3336",1
"3337",1
"3338",1
"3339",1
"3340",1
"3341",1
"3342",1
"3343",1
"3344",1
"3345",1
"3346",1
"3347",1
"3348",1
"3349",1
"3350",1
"3351",1
"3352",1
"3353",1
"3354",1
"3355",1
"3356",1
"3357",1
"3358",1
"3359",1
"3360",1
"3361",1
"3362",1
"3363",1
"3364",1
"3365",1
"3366",1
"3367",1
"3368",1
"3369",1
"3370",1
"3371",1
"3372",1
"3373",1
"3374",1
"3375",1
"3376",1
"3377",1
"3378",1
"3379",1
"3380",1
"3381",1
"3382",1
"3383",1
"3384",1
"3385",1
"3386",1
"3387",1
"3388",1
"3389",1
"3390",1
"3391",1
"3392",1
"3393",1
"3394",1
"3395",1
"3396",1
"3397",1
"3398",1
"3399",1
"3400",1
"3401",1
"3402",1
"3403",1
"3404",1
"3405",1
"3406",1
"3407",1
"3408",1
"3409",1
"3410",1
"3411",1
"3412",1
"3413",1
"3414",1
"3415",1
"3416",1
"3417",1
"3418",1
"3419",1
"3420",1
"3421",1
"3422",1
"3423",1
"3424",1
"3425",1
"3426",1
"3427",1
"3428",1
"3429",1
"3430",1
"3431",1
"3432",1
"3433",1
"3434",1
"3435",1
"3436",1
"3437",1
"3438",1
"3439",1
"3440",1
"3441",1
"3442",1
"3443",1
"3444",1
"3445",1
"3446",1
"3447",1
"3448",1
"3449",1
"3450",1
"3451",1
"3452",1
"3453",1
"3454",1
"3455",1
"3456",1
"3457",1
"3458",1
"3459",1
"3460",1
"3461",1
"3462",1
"3463",1
"3464",1
"3465",1
"3466",1
"3467",1
"3468",1
"3469",1
"3470",1
"3471",1
"3472",1
"3473",1
"3474",1
"3475",1
"3476",1
"3477",1
"3478",1
"3479",1
"3480",1
"3481",1
"3482",2
"3483",1
"3484",1
"3485",1
"3486",1
"3487",1
"3488",2
"3489",1
"3490",1
"3491",1
"3492",1
"3493",1
"3494",1
"3495",1
"3496",1
"3497",1
"3498",1
"3499",1
"3500",1
"3501",1
"3502",2
"3503",1
"3504",1
"3505",1
"3506",1
"3507",1
"3508",1
"3509",1
"3510",1
"3511",1
"3512",1
"3513",1
"3514",1
"3515",2
"3516",1
"3517",1
"3518",1
"3519",1
"3520",1
"3521",1
"3522",1
"3523",1
"3524",2
"3525",2
"3526",2
"3527",2
"3528",2
"3529",1
"3530",1
"3531",1
"3532",1
"3533",1
"3534",1
"3535",1
"3536",1
"3537",1
"3538",1
"3539",1
"3540",1
"3541",2
"3542",2
"3543",2
"3544",1
"3545",1
"3546",1
"3547",1
"3548",1
"3549",1
"3550",1
"3551",1
"3552",2
"3553",2
"3554",1
"3555",2
"3556",1
"3557",1
"3558",1
"3559",1
"3560",1
"3561",1
"3562",2
"3563",2
"3564",2
"3565",2
"3566",2
"3567",2
"3568",2
"3569",2
"3570",2
"3571",2
"3572",2
"3573",1
"3574",2
"3575",1
"3576",2
"3577",2
"3578",2
"3579",2
"3580",2
"3581",1
"3582",1
"3583",1
"3584",2
"3585",2
"3586",2
"3587",2
"3588",2
"3589",2
"3590",1
"3591",1
"3592",1
"3593",1
"3594",1
"3595",2
"3596",2
"3597",1
"3598",1
"3599",1
"3600",1
"3601",2
"3602",1
"3603",1
"3604",1
"3605",1
"3606",1
"3607",1
"3608",2
"3609",2
"3610",2
"3611",1
"3612",1
"3613",1
"3614",1
"3615",1
"3616",1
"3617",1
"3618",1
"3619",1
"3620",1
"3621",1
"3622",1
"3623",1
"3624",2
"3625",1
"3626",1
"3627",1
"3628",1
"3629",1
"3630",1
"3631",1
"3632",1
"3633",1
"3634",2
"3635",1
"3636",1
"3637",1
"3638",1
"3639",1
"3640",1
"3641",1
"3642",1
"3643",2
"3644",1
"3645",1
"3646",1
"3647",1
"3648",1
"3649",1
"3650",2
"3651",2
"3652",1
"3653",1
"3654",1
"3655",1
"3656",1
"3657",1
"3658",2
"3659",1
"3660",1
"3661",1
"3662",2
"3663",2
"3664",1
"3665",1
"3666",2
"3667",1
"3668",1
"3669",1
"3670",2
"3671",2
"3672",2
"3673",2
"3674",2
"3675",1
"3676",1
"3677",1
"3678",1
"3679",1
"3680",1
"3681",1
"3682",2
"3683",1
"3684",1
"3685",1
"3686",1
"3687",1
"3688",2
"3689",2
"3690",2
"3691",2
"3692",1
"3693",1
"3694",2
"3695",1
"3696",1
"3697",2
"3698",2
"3699",2
"3700",1
"3701",1
"3702",1
"3703",1
"3704",1
"3705",1
"3706",2
"3707",1
"3708",1
"3709",1
"3710",1
"3711",1
"3712",1
"3713",1
"3714",1
"3715",1
"3716",1
"3717",1
"3718",2
"3719",2
"3720",2
"3721",2
"3722",2
"3723",1
"3724",2
"3725",1
"3726",1
"3727",1
"3728",1
"3729",2
"3730",2
"3731",2
"3732",2
"3733",1
"3734",1
"3735",1
"3736",1
"3737",1
"3738",1
"3739",1
"3740",1
"3741",1
"3742",1
"3743",2
"3744",2
"3745",1
"3746",1
"3747",2
"3748",2
"3749",1
"3750",1
"3751",1
"3752",1
"3753",2
"3754",2
"3755",1
"3756",1
"3757",1
"3758",1
"3759",1
"3760",2
"3761",1
"3762",1
"3763",2
"3764",2
"3765",2
"3766",2
"3767",1
"3768",1
"3769",1
"3770",2
"3771",1
"3772",1
"3773",1
"3774",1
"3775",1
"3776",1
"3777",1
"3778",2
"3779",1
"3780",1
"3781",1
"3782",2
"3783",2
"3784",2
"3785",2
"3786",2
"3787",2
"3788",2
"3789",2
"3790",2
"3791",1
"3792",1
"3793",2
"3794",1
"3795",1
"3796",1
"3797",1
"3798",1
"3799",1
"3800",1
"3801",1
"3802",2
"3803",2
"3804",2
"3805",2
"3806",2
"3807",2
"3808",2
"3809",2
"3810",2
"3811",2
"3812",1
"3813",1
"3814",1
"3815",1
"3816",1
"3817",1
"3818",2
"3819",1
"3820",1
"3821",1
"3822",1
"3823",1
"3824",1
"3825",1
"3826",2
"3827",1
"3828",1
"3829",1
"3830",1
"3831",1
"3832",2
"3833",2
"3834",1
"3835",1
"3836",1
"3837",2
"3838",2
"3839",1
"3840",1
"3841",2
"3842",2
"3843",1
"3844",1
"3845",1
"3846",1
"3847",1
"3848",1
"3849",2
"3850",2
"3851",1
"3852",1
"3853",2
"3854",2
"3855",2
"3856",2
"3857",2
"3858",2
"3859",2
"3860",2
"3861",2
"3862",1
"3863",1
"3864",1
"3865",1
"3866",1
"3867",2
"3868",1
"3869",1
"3870",1
"3871",1
"3872",1
"3873",1
"3874",2
"3875",1
"3876",1
"3877",1
"3878",2
"3879",2
"3880",1
"3881",1
"3882",1
"3883",2
"3884",1
"3885",1
"3886",2
"3887",2
"3888",2
"3889",2
"3890",2
"3891",2
"3892",2
"3893",1
"3894",1
"3895",1
"3896",2
"3897",2
"3898",2
"3899",1
"3900",1
"3901",1
"3902",1
"3903",2
"3904",2
"3905",1
"3906",1
"3907",2
"3908",1
"3909",1
"3910",2
"3911",2
"3912",2
"3913",2
"3914",1
"3915",1
"3916",1
"3917",1
"3918",1
"3919",1
"3920",1
"3921",2
"3922",2
"3923",1
"3924",1
"3925",2
"3926",2
"3927",1
"3928",1
"3929",1
"3930",1
"3931",1
"3932",2
"3933",2
"3934",1
"3935",1
"3936",1
"3937",1
"3938",2
"3939",1
"3940",1
"3941",1
"3942",1
"3943",1
"3944",1
"3945",1
"3946",2
"3947",1
"3948",1
"3949",1
"3950",2
"3951",1
"3952",1
"3953",1
"3954",1
"3955",1
"3956",2
"3957",1
"3958",1
"3959",1
"3960",2
"3961",1
"3962",1
"3963",1
"3964",1
"3965",1
"3966",1
"3967",1
"3968",1
"3969",1
"3970",2
"3971",1
"3972",1
"3973",2
"3974",2
"3975",2
"3976",2
"3977",1
"3978",1
"3979",2
"3980",1
"3981",1
"3982",2
"3983",1
"3984",1
"3985",1
"3986",1
"3987",1
"3988",1
"3989",1
"3990",1
"3991",1
"3992",1
"3993",2
"3994",2
"3995",1
"3996",1
"3997",1
"3998",2
"3999",1
"4000",1
"4001",2
"4002",2
"4003",1
"4004",1
"4005",1
"4006",2
"4007",3
"4008",3
"4009",3
"4010",3
"4011",3
"4012",3
"4013",2
"4014",2
"4015",3
"4016",3
"4017",3
"4018",3
"4019",3
"4020",3
"4021",2
"4022",2
"4023",2
"4024",1
"4025",1
"4026",2
"4027",2
"4028",1
"4029",1
"4030",1
"4031",2
"4032",2
"4033",3
"4034",3
"4035",3
"4036",3
"4037",3
"4038",3
"4039",3
"4040",3
"4041",3
"4042",3
"4043",1
"4044",1
"4045",1
"4046",1
"4047",1
"4048",1
"4049",1
"4050",1
"4051",1
"4052",1
"4053",1
"4054",1
"4055",2
"4056",3
"4057",3
"4058",3
"4059",3
"4060",3
"4061",3
"4062",3
"4063",3
"4064",3
"4065",3
"4066",3
"4067",3
"4068",2
"4069",1
"4070",1
"4071",2
"4072",1
"4073",1
"4074",2
"4075",2
"4076",1
"4077",1
"4078",2
"4079",1
"4080",1
"4081",1
"4082",1
"4083",2
"4084",1
"4085",1
"4086",1
"4087",1
"4088",1
"4089",1
"4090",1
"4091",1
"4092",1
"4093",1
"4094",1
"4095",1
"4096",2
"4097",2
"4098",2
"4099",2
"4100",2
"4101",2
"4102",2
"4103",2
"4104",2
"4105",2
"4106",2
"4107",2
"4108",1
"4109",1
"4110",1
"4111",1
"4112",1
"4113",1
"4114",1
"4115",2
"4116",2
"4117",2
"4118",2
"4119",2
"4120",2
"4121",1
"4122",1
"4123",1
"4124",2
"4125",1
"4126",1
"4127",2
"4128",1
"4129",1
"4130",2
"4131",1
"4132",1
"4133",1
"4134",1
"4135",1
"4136",1
"4137",1
"4138",1
"4139",2
"4140",2
"4141",2
"4142",2
"4143",2
"4144",2
"4145",2
"4146",2
"4147",2
"4148",2
"4149",2
"4150",2
"4151",2
"4152",2
"4153",1
"4154",1
"4155",1
"4156",1
"4157",1
"4158",1
"4159",1
"4160",1
"4161",1
"4162",1
"4163",1
"4164",2
"4165",2
"4166",2
"4167",2
"4168",2
"4169",2
"4170",2
"4171",2
"4172",2
"4173",2
"4174",2
"4175",2
"4176",1
"4177",1
"4178",1
"4179",1
"4180",1
"4181",1
"4182",1
"4183",1
"4184",1
"4185",1
"4186",1
"4187",1
"4188",1
"4189",1
"4190",2
"4191",2
"4192",2
"4193",2
"4194",2
"4195",2
"4196",2
"4197",1
"4198",2
"4199",1
"4200",1
"4201",1
"4202",2
"4203",2
"4204",1
"4205",1
"4206",1
"4207",1
"4208",1
"4209",1
"4210",1
"4211",1
"4212",2
"4213",2
"4214",2
"4215",1
"4216",1
"4217",1
"4218",2
"4219",1
"4220",1
"4221",1
"4222",2
"4223",1
"4224",1
"4225",2
"4226",2
"4227",1
"4228",1
"4229",1
"4230",1
"4231",1
"4232",1
"4233",1
"4234",1
"4235",1
"4236",1
"4237",2
"4238",2
"4239",2
"4240",1
"4241",1
"4242",1
"4243",1
"4244",1
"4245",1
"4246",1
"4247",1
"4248",2
"4249",3
"4250",3
"4251",3
"4252",3
"4253",3
"4254",3
"4255",3
"4256",3
"4257",3
"4258",3
"4259",2
"4260",2
"4261",2
"4262",2
"4263",2
"4264",1
"4265",1
"4266",1
"4267",1
"4268",1
"4269",1
"4270",1
"4271",2
"4272",2
"4273",2
"4274",3
"4275",3
"4276",3
"4277",3
"4278",3
"4279",3
"4280",3
"4281",3
"4282",3
"4283",3
"4284",3
"4285",3
"4286",3
"4287",3
"4288",3
"4289",3
"4290",3
"4291",3
"4292",3
"4293",3
"4294",3
"4295",3
"4296",3
"4297",3
"4298",3
"4299",3
"4300",3
"4301",3
"4302",3
"4303",3
"4304",3
"4305",3
"4306",3
"4307",2
"4308",1
"4309",2
"4310",2
"4311",2
"4312",1
"4313",1
"4314",1
"4315",1
"4316",1
"4317",2
"4318",1
"4319",1
"4320",1
"4321",1
"4322",2
"4323",2
"4324",2
"4325",2
"4326",1
"4327",1
"4328",1
"4329",2
"4330",2
"4331",1
"4332",1
"4333",1
"4334",2
"4335",1
"4336",1
"4337",2
"4338",2
"4339",2
"4340",1
"4341",1
"4342",1
"4343",1
"4344",1
"4345",1
"4346",1
"4347",2
"4348",1
"4349",1
"4350",1
"4351",1
"4352",1
"4353",2
"4354",1
"4355",1
"4356",2
"4357",2
"4358",2
"4359",2
"4360",2
"4361",2
"4362",1
"4363",1
"4364",1
"4365",1
"4366",1
"4367",2
"4368",2
"4369",2
"4370",2
"4371",2
"4372",2
"4373",2
"4374",2
"4375",2
"4376",1
"4377",1
"4378",1
"4379",1
"4380",1
"4381",1
"4382",1
"4383",1
"4384",1
"4385",2
"4386",2
"4387",1
"4388",1
"4389",1
"4390",1
"4391",1
"4392",2
"4393",2
"4394",2
"4395",1
"4396",1
"4397",1
"4398",1
"4399",1
"4400",2
"4401",1
"4402",1
"4403",1
"4404",1
"4405",1
"4406",1
"4407",1
"4408",1
"4409",1
"4410",1
"4411",2
"4412",2
"4413",1
"4414",1
"4415",1
"4416",2
"4417",2
"4418",2
"4419",1
"4420",1
"4421",1
"4422",1
"4423",2
"4424",2
"4425",1
"4426",1
"4427",1
"4428",1
"4429",2
"4430",2
"4431",2
"4432",2
"4433",2
"4434",1
"4435",1
"4436",2
"4437",2
"4438",2
"4439",2
"4440",2
"4441",2
"4442",2
"4443",2
"4444",2
"4445",1
"4446",1
"4447",1
"4448",2
"4449",1
"4450",1
"4451",1
"4452",1
"4453",1
"4454",2
"4455",2
"4456",2
"4457",2
"4458",1
"4459",1
"4460",1
"4461",1
"4462",1
"4463",2
"4464",2
"4465",2
"4466",2
"4467",2
"4468",1
"4469",1
"4470",1
"4471",1
"4472",2
"4473",1
"4474",1
"4475",1
"4476",1
"4477",2
"4478",2
"4479",2
"4480",2
"4481",1
"4482",1
"4483",1
"4484",1
"4485",1
"4486",1
"4487",2
"4488",2
"4489",1
"4490",1
"4491",1
"4492",2
"4493",2
"4494",1
"4495",1
"4496",1
"4497",1
"4498",2
"4499",2
"4500",1
"4501",2
"4502",1
"4503",1
"4504",1
"4505",2
"4506",1
"4507",1
"4508",1
"4509",1
"4510",2
"4511",2
"4512",2
"4513",1
"4514",1
"4515",1
"4516",2
"4517",2
"4518",2
"4519",1
"4520",1
"4521",1
"4522",1
"4523",1
"4524",2
"4525",2
"4526",2
"4527",1
"4528",1
"4529",2
"4530",1
"4531",1
"4532",1
"4533",1
"4534",1
"4535",2
"4536",2
"4537",1
"4538",1
"4539",1
"4540",1
"4541",1
"4542",1
"4543",1
"4544",1
"4545",1
"4546",1
"4547",1
"4548",1
"4549",1
"4550",2
"4551",2
"4552",2
"4553",2
"4554",2
"4555",2
"4556",1
"4557",1
"4558",1
"4559",2
"4560",1
"4561",2
"4562",2
"4563",1
"4564",1
"4565",2
"4566",1
"4567",1
"4568",1
"4569",1
"4570",1
"4571",1
"4572",2
"4573",2
"4574",2
"4575",2
"4576",2
"4577",2
"4578",1
"4579",1
"4580",1
"4581",1
"4582",1
"4583",1
"4584",1
"4585",1
"4586",2
"4587",2
"4588",1
"4589",1
"4590",1
"4591",1
"4592",1
"4593",1
"4594",1
"4595",1
"4596",2
"4597",2
"4598",2
"4599",2
"4600",1
"4601",1
"4602",1
"4603",1
"4604",1
"4605",1
"4606",1
"4607",2
"4608",2
"4609",2
"4610",2
"4611",2
"4612",2
"4613",1
"4614",1
"4615",1
"4616",2
"4617",1
"4618",1
"4619",1
"4620",1
"4621",1
"4622",1
"4623",2
"4624",1
"4625",1
"4626",1
"4627",1
"4628",1
"4629",1
"4630",1
"4631",1
"4632",1
"4633",2
"4634",2
"4635",2
"4636",2
"4637",1
"4638",1
"4639",1
"4640",1
"4641",1
"4642",1
"4643",2
"4644",2
"4645",2
"4646",2
"4647",1
"4648",1
"4649",1
"4650",1
"4651",1
"4652",2
"4653",1
"4654",1
"4655",1
"4656",1
"4657",2
"4658",2
"4659",2
"4660",1
"4661",2
"4662",1
"4663",1
"4664",2
"4665",2
"4666",1
"4667",1
"4668",1
"4669",2
"4670",2
"4671",1
"4672",2
"4673",2
"4674",2
"4675",2
"4676",2
"4677",2
"4678",2
"4679",1
"4680",2
"4681",2
"4682",2
"4683",1
"4684",1
"4685",1
"4686",1
"4687",1
"4688",1
"4689",1
"4690",1
"4691",1
"4692",2
"4693",2
"4694",2
"4695",2
"4696",2
"4697",2
"4698",2
"4699",1
"4700",1
"4701",1
"4702",1
"4703",1
"4704",2
"4705",2
"4706",2
"4707",2
"4708",1
"4709",1
"4710",1
"4711",1
"4712",1
"4713",1
"4714",1
"4715",1
"4716",1
"4717",1
"4718",1
"4719",1
"4720",1
"4721",1
"4722",2
"4723",2
"4724",1
"4725",1
"4726",1
"4727",1
"4728",1
"4729",1
"4730",1
"4731",2
"4732",1
"4733",1
"4734",1
"4735",1
"4736",2
"4737",2
"4738",2
"4739",2
"4740",2
"4741",2
"4742",2
"4743",2
"4744",1
"4745",1
"4746",1
"4747",2
"4748",1
"4749",1
"4750",1
"4751",1
"4752",1
"4753",1
"4754",2
"4755",2
"4756",2
"4757",1
"4758",1
"4759",1
"4760",2
"4761",1
"4762",1
"4763",1
"4764",1
"4765",2
"4766",1
"4767",1
"4768",1
"4769",1
"4770",1
"4771",2
"4772",2
"4773",1
"4774",1
"4775",1
"4776",2
"4777",1
"4778",1
"4779",1
"4780",1
"4781",2
"4782",1
"4783",1
"4784",1
"4785",1
"4786",1
"4787",1
"4788",1
"4789",2
"4790",2
"4791",2
"4792",2
"4793",2
"4794",2
"4795",1
"4796",1
"4797",1
"4798",1
"4799",1
"4800",2
"4801",2
"4802",2
"4803",1
"4804",1
"4805",1
"4806",2
"4807",2
"4808",1
"4809",1
"4810",1
"4811",1
"4812",1
"4813",1
"4814",2
"4815",2
"4816",2
"4817",1
"4818",1
"4819",1
"4820",1
"4821",1
"4822",2
"4823",2
"4824",2
"4825",2
"4826",2
"4827",2
"4828",1
"4829",1
"4830",1
